model,year,transmission,mileage,fuel type,engine size,price
 A5,2015.0,Automatic,87660.0,Diesel,2.0,14495.0
 A4,2019.0,Manual,5000.0,Petrol,2.0,23990.0
 Focus,2019.0,Automatic,5662.0,Diesel,2.0,22510.0
 Q2,2019.0,Automatic,2466.0,Diesel,2.0,26697.0
 Focus,2016.0,Manual,17456.0,26,2.0,17000.0
 Focus,2017.0,Manual,54900.0,Diesel,1.5,9000.0
 Q3,2013.0,Manual,40252.0,Diesel,2.0,11798.0
 A4,2018.0,Semi-Auto,16473.0,Petrol,1.4,21498.0
 Focus,2017.0,Manual,1973.0,40,2.3,27497.0
 Focus,2015.0,Manual,61294.0,Diesel,1.499,8700.0
 A5,2019.0,Automatic,5415.0,Petrol,2.0,24970.0
 A3,2015.0,Manual,41402.0,Diesel,2.0,10467.0
 Focus,2018.0,Manual,2571.0,14,1.0,12700.0
 A5,2013.0,Automatic,69670.0,Diesel,2.0,10500.0
 C Class,2019.0,Semi-Auto,12629.0,Diesel,2.1,24498.0
 Q3,2017.0,Semi-Auto,19850.0,Petrol,1.4,22490.0
 Q5,2013.0,Manual,65589.0,Diesel,2.0,12490.0
 Focus,2016.0,Manual,24895.0,24,2.0,13998.0
 A3,2016.0,Semi-Auto,26824.0,Petrol,2.0,21990.0
 Q5,2019.0,Automatic,5098.0,Diesel,2.0,35000.0
 Focus,2014.0,Manual,45073.0,11,1.0,6500.0
 A4,2018.0,Manual,23541.0,Petrol,1.4,16000.0
 TT,2016.0,Manual,22697.0,Diesel,2.0,16298.0
 Focus,2019.0,Manual,2000.0,Petrol,0.999,17995.0
 Focus,2015.0,Manual,47907.0,Diesel,1.5,8650.0
 Q7,2020.0,Semi-Auto,582.0,Diesel,3.0,56894.0
 C Class,2016.0,Semi-Auto,31891.0,38,2.0,18498.0
 Focus,2016.0,Manual,17907.0,Diesel,1.5,9999.0
 Focus,2009.0,Manual,139600.0,Petrol,1.6,1695.0
 C Class,2019.0,Semi-Auto,9000.0,Diesel,2.0,33149.0
 Q2,2018.0,Semi-Auto,13264.0,Petrol,1.4,20990.0
 Q3,2015.0,Manual,47178.0,Diesel,2.0,15950.0
 Q3,2015.0,Manual,27632.0,Petrol,1.4,13990.0
 A4,2019.0,Semi-Auto,500.0,Diesel,3.0,44750.0
 Q5,2016.0,Manual,63117.0,Diesel,2.0,18000.0
 Focus,2018.0,Manual,4544.0,Diesel,1.5,15295.0
 A1,2019.0,Semi-Auto,11000.0,Petrol,1.0,17890.0
 Focus,2019.0,Manual,12075.0,Petrol,1.0,14995.0
 A3,2016.0,Manual,36281.0,Diesel,1.6,10999.0
 A6,2017.0,Semi-Auto,20000.0,Diesel,2.0,21670.0
 Focus,2018.0,Manual,12589.0,Petrol,2.0,18695.0
 A4,2019.0,Semi-Auto,7299.0,Petrol,2.0,27985.0
 Focus,2017.0,Manual,31350.0,Diesel,1.5,10500.0
 A3,2019.0,Manual,7000.0,Diesel,1.6,22991.0
 Focus,2019.0,Automatic,404.0,Petrol,1.5,15970.0
 C Class,2019.0,Automatic,7716.0,Petrol,1.5,21980.0
 Q2,2020.0,Semi-Auto,4455.0,Diesel,2.0,27591.0
 Q3,2017.0,Manual,18001.0,Diesel,2.0,16100.0
 Focus,2017.0,Manual,29546.0,24,2.0,15500.0
 Focus,2018.0,Manual,10606.0,Petrol,1.0,13700.0
 Q2,2019.0,Manual,2970.0,Petrol,1.0,20350.0
 Focus,2017.0,Manual,15309.0,Petrol,2.0,18047.0
 Q3,2016.0,Automatic,38235.0,Diesel,2.0,18250.0
 C Class,2019.0,Semi-Auto,14360.0,Petrol,1.5,19999.0
 C Class,2019.0,Automatic,3000.0,Diesel,1.95,32900.0
 A4,2019.0,Automatic,4359.0,Diesel,2.0,28990.0
 C Class,2007.0,Semi-Auto,62000.0,Diesel,2.1,5995.0
 C Class,2019.0,Automatic,7969.0,Petrol,3.0,41070.0
 A5,2019.0,Semi-Auto,1626.0,Diesel,2.0,27761.0
 Q5,2019.0,Automatic,175.0,Diesel,2.0,32500.0
 A3,2019.0,Semi-Auto,5400.0,Diesel,1.6,22490.0
 Q2,2020.0,Manual,2999.0,Petrol,1.0,23000.0
 Focus,2017.0,Manual,14737.0,Petrol,1.0,14000.0
 Q2,2019.0,Manual,1592.0,Petrol,1.5,25995.0
 A3,2019.0,Manual,6012.0,Diesel,1.6,21900.0
 A3,2018.0,Manual,4012.0,Petrol,1.5,21499.0
 Focus,2017.0,Manual,32746.0,Diesel,1.5,11750.0
 Focus,2019.0,Manual,11834.0,Diesel,1.5,16040.0
 A6,2018.0,Semi-Auto,20000.0,Diesel,2.0,22490.0
 Focus,2019.0,Manual,12062.0,Petrol,1.0,15885.0
 Q8,2019.0,Automatic,9641.0,Diesel,4.0,82930.0
 Focus,2017.0,Manual,27307.0,Petrol,1.0,10690.0
 A5,2019.0,Semi-Auto,1475.0,Petrol,2.0,26990.0
 C Class,2015.0,Automatic,56000.0,47,4.0,29990.0
 A5,2016.0,Automatic,37000.0,Diesel,2.0,19444.0
 Focus,2017.0,Manual,9814.0,Petrol,1.5,14495.0
 Focus,2012.0,Manual,83000.0,Diesel,1.6,5999.0
 Focus,2018.0,Manual,21362.0,Petrol,2.0,19298.0
 C Class,2019.0,Semi-Auto,7442.0,Petrol,1.5,22980.0
 Q2,2018.0,Automatic,4000.0,Petrol,1.4,20850.0
 Focus,2019.0,Manual,2532.0,Petrol,2.3,28655.0
 Q5,2017.0,Semi-Auto,29832.0,Petrol,3.0,35995.0
 Q3,2019.0,Semi-Auto,1500.0,Petrol,2.0,37995.0
 Focus,2018.0,Manual,33313.0,Diesel,1.5,10995.0
 Q2,2019.0,Automatic,2000.0,Petrol,1.5,25690.0
 A3,2019.0,Manual,4094.0,Petrol,1.5,22490.0
 Focus,2018.0,Manual,18101.0,Petrol,1.0,12500.0
 Focus,2018.0,Manual,20790.0,Petrol,1.0,12630.0
 Focus,2005.0,Manual,150000.0,10,1.6,950.0
 C Class,2015.0,Automatic,30000.0,37,2.1,17250.0
 Focus,2011.0,Manual,69000.0,15,1.6,4995.0
 C Class,2018.0,Semi-Auto,17093.0,32,2.1,23498.0
 Focus,2016.0,Automatic,12416.0,12,0.999,10489.0
 A3,2016.0,Manual,10750.0,Diesel,2.0,20899.0
 Focus,2019.0,Manual,4813.0,Petrol,2.3,25498.0
 A3,2019.0,Manual,2583.0,Diesel,1.6,19950.0
 Q7,2015.0,Automatic,47606.0,Diesel,3.0,29985.0
 A5,2014.0,Automatic,57873.0,Diesel,2.0,12199.0
 Focus,2017.0,Manual,31603.0,Petrol,2.0,18000.0
 A3,2017.0,Manual,23450.0,Diesel,1.6,12560.0
 Focus,2014.0,Manual,69779.0,25,1.6,7749.0
 A3,2015.0,Manual,41843.0,Diesel,1.6,9999.0
 A5,2015.0,Semi-Auto,37841.0,Diesel,2.0,15990.0
 Focus,2019.0,Manual,9212.0,Petrol,1.0,16950.0
 Q7,2018.0,Automatic,52000.0,Diesel,3.0,33444.0
 Q2,2020.0,Semi-Auto,5665.0,Petrol,1.5,28990.0
 Focus,2013.0,Manual,70199.0,15,1.6,5939.0
 Focus,2019.0,Manual,3000.0,Diesel,1.5,19500.0
 C Class,2019.0,Automatic,3933.0,Diesel,2.0,31980.0
 Focus,2019.0,Automatic,11997.0,Petrol,1.499,16899.0
 A6,2015.0,Semi-Auto,55220.0,Diesel,2.0,16995.0
 C Class,2019.0,Semi-Auto,15144.0,Diesel,2.0,25549.0
 A5,2017.0,Manual,44934.0,Diesel,2.0,17599.0
 A1,2017.0,Manual,27209.0,Petrol,2.0,19250.0
 Focus,2019.0,Manual,5000.0,Petrol,1.0,17520.0
 Focus,2015.0,Manual,28000.0,11,0.0,9170.0
 A4,2015.0,Manual,31879.0,Diesel,2.0,12499.0
 Focus,2017.0,Manual,13652.0,11,1.0,11000.0
 Focus,2017.0,Manual,39904.0,Petrol,1.0,9299.0
 A1,2016.0,Manual,23718.0,Petrol,1.4,12298.0
 Focus,2017.0,Manual,20958.0,Petrol,1.0,11495.0
 Q3,2020.0,Semi-Auto,4455.0,Petrol,1.5,33591.0
 Q5,2017.0,Semi-Auto,31018.0,Diesel,2.0,23490.0
 Focus,2017.0,Manual,37351.0,Diesel,1.5,10690.0
 A5,2019.0,Automatic,3731.0,Petrol,2.0,28990.0
 C Class,2020.0,Semi-Auto,2151.0,Petrol,2.0,36990.0
 A1,2016.0,Semi-Auto,28636.0,Diesel,1.6,14995.0
 Focus,2017.0,Manual,14889.0,Diesel,1.5,13299.0
 Focus,2017.0,Manual,7426.0,Petrol,1.0,10998.0
 A3,2020.0,Semi-Auto,3007.0,Petrol,2.0,32500.0
 A4,2019.0,Automatic,3988.0,Diesel,3.0,46888.0
 Focus,2019.0,Manual,8958.0,Petrol,1.0,15470.0
 C Class,2014.0,Automatic,41000.0,35,1.6,12900.0
 A5,2020.0,Semi-Auto,4951.0,Diesel,2.0,27495.0
 Q5,2018.0,Semi-Auto,24233.0,Petrol,3.0,39990.0
 Focus,2019.0,Manual,11614.0,Petrol,1.0,15798.0
 Focus,2016.0,Automatic,23700.0,14,1.596,9990.0
 A4,2015.0,Manual,29102.0,Diesel,2.0,15999.0
 A5,2016.0,Semi-Auto,7355.0,Petrol,3.0,24698.0
 Focus,2019.0,Manual,1592.0,Petrol,1.0,16950.0
 Focus,2019.0,Manual,10589.0,Petrol,1.0,15335.0
 A5,2020.0,Automatic,4000.0,Petrol,2.0,29000.0
 A5,2019.0,Automatic,4965.0,Petrol,2.0,27680.0
 A1,2016.0,Manual,61306.0,Diesel,1.6,9250.0
 Focus,2017.0,Manual,13588.0,Diesel,1.5,12698.0
 C Class,2008.0,Automatic,67979.0,27,1.8,5780.0
 Q3,2017.0,Manual,21201.0,Petrol,1.4,19596.0
 Focus,2019.0,Manual,10874.0,Petrol,1.0,14660.0
 A6,2016.0,Semi-Auto,66506.0,Diesel,3.0,22990.0
 Focus,2014.0,Manual,36500.0,16,1.56,5995.0
 Focus,2019.0,Manual,1725.0,Petrol,2.3,28580.0
 A6,2016.0,Manual,20271.0,Diesel,2.0,17970.0
 Q3,2019.0,Manual,5000.0,Petrol,1.5,24990.0
 A4,2017.0,Semi-Auto,12095.0,Diesel,2.0,19400.0
 RS4,2018.0,Semi-Auto,22767.0,Petrol,2.9,49990.0
 Focus,2017.0,Manual,25519.0,Diesel,1.5,10750.0
 C Class,2017.0,Automatic,30676.0,33,2.1,22767.0
 A3,2016.0,Semi-Auto,15226.0,Diesel,2.0,19495.0
 A1,2019.0,Semi-Auto,7650.0,Petrol,1.0,19750.0
 Q3,2016.0,Semi-Auto,48175.0,Petrol,1.4,16637.0
 Focus,2019.0,Manual,3000.0,Diesel,1.5,19500.0
 C Class,2018.0,Semi-Auto,4500.0,Petrol,1.5,22900.0
 Q2,2020.0,Manual,4000.0,Petrol,1.5,24888.0
 Focus,2018.0,Automatic,22587.0,Petrol,1.0,14500.0
 A3,2017.0,Semi-Auto,19588.0,Petrol,1.4,18998.0
 A3,2013.0,Manual,55600.0,Diesel,2.0,9991.0
 Q2,2019.0,Manual,600.0,Diesel,1.6,20990.0
 C Class,2016.0,Semi-Auto,35000.0,Diesel,1.6,14981.0
 Focus,2018.0,Manual,15230.0,Petrol,1.0,13797.0
 C Class,2016.0,Automatic,40000.0,25,1.6,17977.0
 Q2,2017.0,Automatic,20508.0,Petrol,1.4,20495.0
 Q3,2014.0,Semi-Auto,24000.0,Petrol,2.0,15995.0
 A1,2017.0,Manual,14960.0,Petrol,1.4,11490.0
 C Class,2019.0,Automatic,4000.0,Diesel,1.95,31248.0
 C Class,2019.0,Semi-Auto,100.0,Diesel,2.0,35299.0
 C Class,2017.0,Automatic,19242.0,32,2.143,21998.0
 A3,2019.0,Manual,3302.0,Petrol,1.0,21000.0
 Focus,2018.0,Manual,10604.0,14,1.0,11677.0
 TT,2010.0,Manual,91450.0,Diesel,2.0,7995.0
 Focus,2018.0,Manual,14412.0,Petrol,1.0,16000.0
 Focus,2017.0,Manual,32873.0,Diesel,1.5,10498.0
 Focus,2017.1490190205182,Manual,9999.0,Petrol,1.0,15995.0
 Focus,2017.1490190205182,Manual,9999.0,Diesel,1.5,18495.0
 Q3,2017.0,Semi-Auto,31608.0,Petrol,1.4,20450.0
 Focus,2018.0,Manual,29546.0,Petrol,1.0,11640.0
 C Class,2018.0,Automatic,12220.0,Petrol,1.5,23990.0
 Focus,2017.0,Manual,33173.0,11,1.0,9675.0
 A1,2016.0,Manual,14502.0,Petrol,1.0,11100.0
 C Class,2013.0,Semi-Auto,80485.0,38,2.1,9298.0
 Focus,2018.0,Manual,17995.0,11,1.0,11795.0
 Focus,2018.0,Manual,11817.0,Petrol,1.0,11000.0
 Focus,2013.0,Manual,46260.0,14,0.998,6500.0
 Focus,2015.0,Manual,30731.0,14,0.999,8800.0
 Q5,2017.0,Automatic,29343.0,Diesel,2.0,24985.0
 A1,2018.0,Manual,10600.0,Petrol,1.4,15690.0
 C Class,2019.0,Automatic,6537.0,Petrol,2.0,27999.0
 Focus,2019.0,Manual,5301.0,Petrol,1.0,15390.0
 A1,2019.0,Semi-Auto,3424.0,Petrol,1.5,21990.0
 A5,2020.0,Automatic,10.0,Petrol,2.0,30990.0
 C Class,2016.0,Semi-Auto,35999.0,38,2.1,20895.0
 A3,2019.0,Manual,4986.0,Petrol,1.0,20000.0
 Focus,2020.0,Manual,100.0,Petrol,1.0,18500.0
 C Class,2015.0,Automatic,28953.0,31,2.143,15750.0
 Q2,2019.0,Semi-Auto,1296.0,Petrol,2.0,28995.0
 A4,2020.0,Automatic,6685.0,Diesel,3.0,43950.0
 C Class,2006.0,Automatic,63000.0,Petrol,5.4,14995.0
 A1,2017.0,Semi-Auto,22104.0,Petrol,1.4,13795.0
 Focus,2018.0,Manual,30687.0,Petrol,2.0,18499.0
 A4,2019.0,Semi-Auto,6541.0,Diesel,2.0,27990.0
 Q3,2017.0,Manual,21225.0,Petrol,1.4,17498.0
 Focus,2015.0,Manual,59865.0,Diesel,1.5,8495.0
 Focus,2008.0,Manual,98500.0,10,1.596,2500.0
 Q5,2015.0,Semi-Auto,43819.0,Diesel,3.0,24500.0
 Focus,2018.0,Manual,14482.0,Diesel,1.5,14990.0
 A3,2019.0,Semi-Auto,5874.0,Diesel,2.0,24990.0
 Q7,2020.0,Semi-Auto,6000.0,Diesel,3.0,49989.0
 A4,2018.0,Automatic,25138.0,Diesel,2.0,17200.0
 C Class,2019.0,Semi-Auto,14339.0,Diesel,2.0,23389.0
 A5,2019.0,Semi-Auto,4750.0,Diesel,2.0,29750.0
 Q3,2018.0,Semi-Auto,17211.0,Petrol,1.4,23411.0
 C Class,2020.0,Automatic,23803.628939258375,Hybrid,2.0,42890.0
 Q2,2019.0,Semi-Auto,6005.0,Petrol,2.0,28900.0
 A3,2016.0,Manual,36603.0,Petrol,1.4,11500.0
 Focus,2015.0,Manual,24004.0,Diesel,1.5,8500.0
 A4,2017.0,Semi-Auto,25593.0,Diesel,2.0,19632.0
 A1,2016.0,Manual,28894.0,Petrol,1.4,14795.0
 Focus,2017.0,Manual,11045.0,14,1.0,11491.0
 Focus,2019.0,Manual,10552.0,Petrol,1.0,15645.0
 C Class,2017.0,Automatic,30281.0,Diesel,2.1,19890.0
 Focus,2018.0,Manual,15705.0,Petrol,1.0,12700.0
 Q7,2020.0,Semi-Auto,826.0,Diesel,4.0,82995.0
 A1,2015.0,Semi-Auto,38461.0,Petrol,1.4,13400.0
 A3,2018.0,Manual,26100.0,Petrol,1.5,18990.0
 Q2,2017.0,Manual,52236.0,Petrol,1.4,17202.0
 Focus,2019.0,Automatic,4483.0,Petrol,1.5,20320.0
 A3,2017.0,Manual,10950.0,Petrol,1.5,18900.0
 Focus,2019.0,Manual,12504.0,Diesel,2.0,23700.0
 Q3,2017.0,Semi-Auto,13766.0,Petrol,1.4,18691.0
 Q7,2019.0,Semi-Auto,17315.0,Diesel,3.0,53900.0
 Q2,2018.0,Semi-Auto,21000.0,Diesel,2.0,18991.0
 TT,2016.0,Semi-Auto,26300.0,Petrol,2.0,24000.0
 A3,2015.0,Manual,43000.0,Petrol,1.4,10490.0
 C Class,2016.0,Automatic,26741.0,38,2.1,21499.0
 C Class,2016.0,Automatic,41864.0,Diesel,2.1,18108.0
 C Class,2018.0,Automatic,7297.0,Petrol,3.0,39249.0
 C Class,2019.0,Semi-Auto,3115.0,Diesel,2.0,31599.0
 Focus,2017.0,Manual,50940.0,Diesel,1.5,11000.0
 A4,2019.0,Semi-Auto,5956.0,Diesel,3.0,44300.0
 C Class,2019.0,Semi-Auto,1000.0,Diesel,2.0,33789.0
 Q5,2013.0,Manual,55215.0,Petrol,2.0,15670.0
 A3,2017.0,Manual,27928.0,Petrol,1.4,18490.0
 Q3,2019.0,Automatic,4432.0,Petrol,2.0,32500.0
 Focus,2016.0,Manual,24920.0,Diesel,1.5,9640.0
 Q3,2020.0,Automatic,4000.0,Petrol,2.0,32000.0
 Focus,2017.0,Manual,3184.0,Diesel,1.5,12790.0
 C Class,2015.0,Semi-Auto,58502.0,31,2.1,14490.0
 A4,2019.0,Semi-Auto,3679.0,Petrol,2.0,24895.0
 A1,2017.0,Manual,20871.0,Petrol,1.4,14000.0
 Focus,2017.0,Manual,14554.0,Diesel,1.5,12250.0
 C Class,2016.0,Automatic,28392.0,Diesel,2.1,16499.0
 Q3,2017.0,Semi-Auto,20323.0,Petrol,2.0,25312.0
 C Class,2020.0,Automatic,3500.0,Petrol,2.0,31790.0
 A5,2017.0,Automatic,19000.0,Petrol,2.0,25000.0
 Q3,2014.0,Manual,41605.0,Petrol,1.4,14000.0
 Focus,2019.0,Manual,6692.0,Petrol,1.0,15390.0
 C Class,2017.0,Automatic,16900.0,Diesel,2.1,21544.0
 Focus,2014.0,Manual,55000.0,14,0.998,6275.0
 Focus,2019.0,Manual,1.0,Diesel,1.5,17880.0
 A1,2017.0,Manual,32596.0,Petrol,1.4,11800.0
 Focus,2017.0,Manual,19239.0,Diesel,1.5,11000.0
 Focus,2007.0,Automatic,30000.0,Petrol,1.6,4495.0
 C Class,2019.0,Semi-Auto,10871.0,Diesel,2.0,27250.0
 Focus,2010.0,Manual,100900.0,Petrol,1.596,2799.0
 Focus,2017.0,Manual,4559.0,11,1.0,12599.0
 C Class,2019.0,Semi-Auto,1919.0,Diesel,2.0,29399.0
 C Class,2015.0,Manual,75920.0,30,2.143,11990.0
 A3,2016.0,Manual,37235.0,Diesel,1.6,11000.0
 Focus,2019.0,Manual,18697.0,Petrol,1.0,16698.0
 A3,2016.0,Manual,21000.0,Diesel,1.6,11495.0
 Q2,2018.0,Semi-Auto,30200.0,Petrol,1.4,20750.0
 A7,2017.0,Automatic,27647.0,Diesel,3.0,26490.0
 Q2,2019.0,Semi-Auto,7779.0,Diesel,1.6,20498.0
 C Class,2016.0,Semi-Auto,36074.0,25,1.6,17399.0
 Focus,2019.0,Manual,5922.0,Diesel,1.5,16970.0
 RS4,2019.0,Automatic,5151.0,Petrol,2.9,58990.0
 A5,2020.0,Semi-Auto,7532.0,Petrol,2.0,37331.0
 C Class,2019.0,Automatic,2910.0,Diesel,2.0,35791.0
 C Class,2016.0,Manual,69385.0,31,2.143,13000.0
 A4,2019.0,Semi-Auto,12482.0,Petrol,2.0,24998.0
 C Class,2019.0,Semi-Auto,8205.0,Diesel,2.0,29099.0
 C Class,2018.0,Semi-Auto,6449.0,Diesel,2.0,28749.0
 C Class,2019.0,Semi-Auto,6447.0,Diesel,2.0,26995.0
 A1,2017.0,Manual,21796.0,Petrol,1.4,14995.0
 Focus,2018.0,Automatic,22587.0,Petrol,1.0,14500.0
 A3,2016.0,Semi-Auto,31574.0,Petrol,1.8,18900.0
 C Class,2018.0,Automatic,11881.0,Diesel,2.1,24499.0
 A5,2020.0,Semi-Auto,4709.0,Diesel,2.0,35220.0
 A3,2019.0,Semi-Auto,256.0,Petrol,2.0,33500.0
 Focus,2019.0,Manual,824.0,Petrol,1.0,18960.0
 A3,2016.0,Manual,23711.0,Petrol,1.4,16511.0
 Focus,2018.0,Manual,29730.0,Petrol,1.0,13195.0
 Q3,2017.0,Automatic,26653.0,Diesel,2.0,21290.0
 C Class,2019.0,Semi-Auto,12986.0,Diesel,2.0,25795.0
 C Class,2019.0,Semi-Auto,6040.0,Petrol,2.0,28359.0
 Focus,2017.0,Manual,23572.0,Petrol,1.5,11795.0
 A3,2019.0,Manual,2752.0,Petrol,1.5,18750.0
 Focus,2018.0,Manual,14769.0,Diesel,1.5,13500.0
 A3,2017.0,Manual,21675.0,Petrol,1.4,15990.0
 Focus,2018.0,Manual,5014.0,11,1.0,12500.0
 Focus,2019.0,Manual,4442.0,Petrol,1.0,15095.0
 Focus,2019.0,Automatic,3212.0,Diesel,2.0,21660.0
 C Class,2019.0,Automatic,11347.0,Petrol,3.0,48491.0
 Focus,2018.0,Manual,16931.0,Diesel,1.499,14400.0
 A3,2014.0,Manual,86092.0,Diesel,1.6,8244.0
 A3,2011.0,Manual,38264.0,Diesel,2.0,7450.0
 Q2,2020.0,Manual,6000.0,Petrol,1.0,22669.0
 Focus,2015.0,Manual,14282.0,14,1.0,11111.0
 C Class,2017.0,Semi-Auto,61305.0,24,1.6,13321.0
 Focus,2019.0,Manual,10700.0,Petrol,1.0,15300.0
 Focus,2017.0,Manual,25519.0,Diesel,1.5,10750.0
 Focus,2017.0,Manual,50875.0,Diesel,1.5,9498.0
 C Class,2019.0,Semi-Auto,14999.0,Diesel,2.0,27698.0
 C Class,2016.0,Automatic,23000.0,Diesel,2.143,20990.0
 Focus,2019.0,Manual,12987.0,Petrol,1.0,14925.0
 C Class,2017.0,Semi-Auto,14346.0,38,2.1,24360.0
 Focus,2018.0,Manual,15984.0,14,1.0,11995.0
 A1,2017.0,Manual,35290.0,Petrol,1.4,11495.0
 Q7,2017.0,Semi-Auto,16837.0,Diesel,4.0,52995.0
 A1,2016.0,Semi-Auto,16004.0,Petrol,1.4,13250.0
 Focus,2019.0,Manual,12372.0,Petrol,1.0,14560.0
 Q2,2019.0,Manual,2940.0,Petrol,1.5,26495.0
 Q2,2018.0,Manual,9899.0,Petrol,1.4,19760.0
 Q7,2018.0,Automatic,15887.0,Diesel,4.0,52990.0
 Focus,2017.0,Manual,11674.0,Petrol,2.0,18807.0
 A1,2018.0,Manual,5000.0,Petrol,1.0,14990.0
 Q5,2019.0,Semi-Auto,4750.0,Diesel,2.0,30350.0
 C Class,2019.0,Semi-Auto,14496.0,Petrol,1.5,20299.0
 Focus,2019.0,Manual,4000.0,Petrol,1.0,18000.0
 A3,2016.0,Manual,36851.0,Diesel,1.6,10799.0
 C Class,2017.0,Automatic,75000.0,25,1.6,16500.0
 A6,2016.0,Manual,45160.0,Diesel,2.0,16388.0
 A3,2016.0,Manual,53792.0,Petrol,1.4,11990.0
 Q5,2017.0,Automatic,17039.0,Diesel,2.0,25750.0
 C Class,2015.0,Automatic,59549.0,37,2.1,17130.0
 Q2,2019.0,Automatic,5859.0,Diesel,1.6,23995.0
 A1,2016.0,Manual,40468.0,Petrol,1.4,10988.0
 C Class,2017.0,Automatic,13800.0,38,2.1,23800.0
 C Class,2017.1490190205182,Automatic,33000.0,Diesel,2.143,15490.0
 A4,2017.0,Manual,39382.0,Petrol,2.0,16998.0
 Q7,2020.0,Semi-Auto,6000.0,Diesel,4.0,86990.0
 Focus,2015.0,Manual,44429.0,Diesel,1.5,8000.0
 Focus,2015.0,Manual,56369.0,Diesel,1.5,9000.0
 C Class,2019.0,Manual,2000.0,Diesel,1.6,23199.0
 A4,2016.0,Manual,49000.0,Diesel,2.0,14850.0
 C Class,2017.0,Automatic,53528.0,Diesel,2.143,14200.0
 C Class,2018.0,Semi-Auto,18257.0,32,2.1,25399.0
 A1,2017.0,Manual,22933.0,Diesel,1.6,14395.0
 Focus,2017.0,Manual,13813.0,Petrol,2.0,18300.0
 C Class,2018.0,Automatic,14467.0,31,2.1,19840.0
 Focus,2017.1490190205182,Manual,15920.0,Petrol,2.0,19795.0
 Focus,2019.0,Manual,7288.0,Petrol,1.0,15850.0
 Q5,2019.0,Automatic,13683.0,Diesel,2.0,32250.0
 Q3,2019.0,Manual,1832.0,Diesel,2.0,29995.0
 A6,2018.0,Semi-Auto,38625.0,Diesel,3.0,27850.0
 Focus,2017.0,Manual,24006.0,Diesel,1.5,10995.0
 A1,2018.0,Automatic,21002.0,Petrol,1.4,18000.0
 Focus,2016.0,Manual,36342.0,Petrol,1.0,9590.0
 Q5,2015.0,Automatic,39353.0,Diesel,3.0,24879.0
 Focus,2019.0,Manual,1187.0,Petrol,1.0,16900.0
 A4,2019.0,Automatic,1596.0,Petrol,2.0,28990.0
 Focus,2012.0,Manual,69000.0,14,1.6,5299.0
 Q2,2019.0,Manual,4722.0,Diesel,1.6,21392.0
 A1,2016.0,Manual,16569.0,Petrol,1.0,10699.0
 C Class,2019.0,Automatic,6224.0,Petrol,1.5,24950.0
 C Class,2017.0,Automatic,37778.0,37,2.143,17795.0
 Focus,2016.0,Manual,45000.0,11,0.999,6990.0
 Focus,2014.0,Manual,32541.0,Diesel,1.6,8298.0
 A1,2019.0,Semi-Auto,4150.0,Petrol,1.0,19471.0
 C Class,2019.0,Semi-Auto,13046.0,Diesel,2.0,23740.0
 Focus,2017.0,Manual,5713.0,Petrol,2.0,18500.0
 Focus,2019.0,Manual,5252.0,Petrol,1.5,18750.0
 A4,2017.0,Manual,22164.0,Diesel,2.0,18925.0
 Q5,2017.0,Semi-Auto,27898.0,Petrol,2.0,28900.0
 Q3,2015.0,Semi-Auto,45521.0,Diesel,2.0,16490.0
 C Class,2016.0,Automatic,31656.0,Diesel,2.1,17672.0
 A3,2017.0,Manual,29998.0,Petrol,1.4,12798.0
 Q3,2019.0,Semi-Auto,7120.0,Petrol,2.0,39990.0
 A4,2019.0,Manual,5000.0,Petrol,2.0,24495.0
 Focus,2018.0,Manual,19139.0,26,2.0,18998.0
 A1,2019.0,Manual,1041.0,Petrol,1.5,23495.0
 Q2,2019.0,Manual,3193.0,Diesel,1.6,21950.0
 Q3,2016.0,Manual,92930.0,Diesel,2.0,12000.0
 Focus,2018.0,Manual,14693.0,Petrol,1.5,15399.0
 Q5,2019.0,Automatic,5000.0,Diesel,2.0,31250.0
 Q3,2014.0,Automatic,64798.0,Diesel,2.0,12000.0
 A1,2015.0,Manual,21131.0,Diesel,1.6,10899.0
 C Class,2019.0,Automatic,8500.0,Diesel,2.0,30889.0
 A1,2017.0,Semi-Auto,15017.0,Petrol,1.0,13700.0
 Q3,2018.0,Manual,9707.0,Petrol,1.4,20001.0
 Q5,2019.0,Automatic,10189.0,Diesel,2.0,36000.0
 Focus,2019.0,Manual,3764.0,Petrol,2.3,26299.0
 A5,2019.0,Automatic,4693.0,Diesel,2.0,31695.0
 Focus,2011.0,Manual,46054.0,14,1.6,5925.0
 C Class,2015.0,Automatic,32967.0,32,2.143,15500.0
 Focus,2019.0,Automatic,6393.0,Diesel,2.0,18990.0
 Q5,2020.0,Automatic,5362.0,Diesel,2.0,34500.0
 C Class,2012.0,Automatic,51122.0,29,2.2,8495.0
 A3,2018.0,Manual,19686.0,Diesel,1.6,15590.0
 C Class,2019.0,Automatic,1000.0,Petrol,2.0,33699.0
 Focus,2020.0,Manual,295.0,Petrol,1.0,21490.0
 Focus,2018.0,Manual,18883.0,Diesel,1.499,14300.0
 Focus,2019.0,Manual,12926.0,Petrol,1.0,16998.0
 A5,2015.0,Manual,48853.0,Diesel,2.0,15998.0
 Q2,2017.0,Manual,57332.0,Diesel,1.6,16000.0
 A3,2019.0,Semi-Auto,4876.0,Diesel,1.6,23950.0
 A5,2019.0,Semi-Auto,2000.0,Diesel,2.0,27990.0
